id,start_time,completion_time,year,program_of_study,gpa,writing_is_easy_for_me,i_like_to_write,i_believe_it_is_important_to_be_a_good_writer,when_i_edit_it_is_easy_for_me_to_catch_my_mistakes,i_feel_confident_sharing_my_writing,i_am_confident_in_my_overall_writing_ability,coding_is_easy_for_me,i_like_to_code,i_believe_it_is_important_to_be_a_good_coder,when_i_check_my_code_it_is_easy_for_me_to_catch_my_mistakes,i_feel_confident_sharing_my_code,i_am_confident_in_my_overall_coding_ability,ai_familiarity,used_ai_any_reason,ai_schoolwork_appropriate,ai_schoolwork_appropriate_comments,used_ai_in_sta302,ai_helpful_weekly_quiz,ai_helpful_weekly_mini_essay,ai_helpful_papers_generating_ideas,ai_helpful_papers_writing_code,ai_helpful_papers_writing_content,ai_helpful_papers_improving_content,recs_for_ai_sta302,other_comments,not_used,used_technical_q,used_conversation,used_general_knowledge,used_solving_hmk,used_check_soln,used_quick_q,used_expl_concepts,used_writing_content,used_writing_code
90,2024-04-13T10:22:59Z,2024-04-13T10:31:26Z,3rd,Undeclared,1.9,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,Very familiar,Yes,Appropriate,"When I use generative AI tools, I generally write all of my ideas in either pseudocode or rough outlines and then have the AI formalize some of the ideas. This helps me smooth out my ideation process. I also use generative AI to ask ""silly"" questions that would otherwise take me more time to look up. For example, if I wanted to find the code to write a binomial distribution, it would take me slightly longer to look up R documentation than to simply ask ChatGPT to explain. So overall, I feel that it is appropriate for schoolwork, unless the role of the AI is overstepped and substituted for actual human effort.",Yes,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Very helpful,I believe that having students submit their conversation is a good balance between making the most of technology available and also being accountable for your own work. Maybe there should be a harder requirement of using AI either only for writing or coding but not both. This way students are also forced to improve or hone skills.,NA,0,1,1,1,1,0,1,1,0,1
92,2024-04-13T11:52:48Z,2024-04-13T12:20:19Z,3rd,Computer Science,3.3,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,"LLMs is not that smart, all it can do is copy paste other’s idea and show them to users. Especially when come to coding and developing, LLMs can only be used to check basic mistakes( e.g.  : to ;). It can never understand the logic issue behind codes. In general, LLMs is a good tool that can save users lots of time. Also it is not good enough to do the HW for students( if this student aims to full marks).",Yes,Not helpful,Very helpful,Not helpful,Somewhat helpful,Very helpful,Very helpful,"I don’t think we have to worry about using AI in courses, because they are not yet that powerful. They are just LLMs, not really Intelligence. Students studying science must use their own brains to evaluate the correctness of the answers provided by AI (and these answers are often wrong). However, students studying art can use AI to quickly find grammatical errors and more comprehensively develop their own ideas. But AI can never replace a student in writing a good essay or doing creative works. All works written by AI are very obviously AI-generated.","One day, if there really is an Artificial Intelligence, then school can start to consider put some restrictions, cause at that time, AI can really do everything for students.",0,1,0,0,1,1,1,1,1,1
93,2024-04-13T18:32:23Z,2024-04-13T18:36:06Z,4th,Undeclared,2.4,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,"Transparency: It's crucial for educators to be transparent with students about the use of AI tools and their capabilities. Students should understand when AI is being used, how it works, and its limitations.  Guidance: Educators should provide guidance on how to use AI tools responsibly and ethically. This includes teaching students to critically evaluate AI-generated content, consider potential biases, and verify information from multiple sources.",Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,"Generative AI tools like ChatGPT can be incredibly beneficial in a variety of educational contexts. Here are some recommendations for their use in the future:

Supplemental Learning: Generative AI can serve as a supplemental tool in the classroom, providing additional explanations, examples, and resources to enhance understanding of complex topics.

Personalized Learning: AI can adapt to individual learning styles and pace, providing tailored explanations and exercises for each student. This personalization can help students grasp concepts more effectively.

Language Practice: Language models like ChatGPT can aid language learners by providing conversational practice, vocabulary expansion, and grammar correction.

Creative Writing: AI can inspire creativity in students by generating prompts, story ideas, and even collaborative storytelling exercises.",NA,0,0,1,0,0,0,1,0,0,0
94,2024-04-13T18:17:44Z,2024-04-13T18:42:15Z,3rd,Undeclared,3,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,"I think GenAI is not able to single handedly complete an assignment, it is also weak in many different areas, in my experience sometimes it is very lost with simple mathematical concepts. So with that, it does have some capabilities to provide a starting point in a question asked, but it requries the user's attention and deliberation to be at the level needed. I think because of this, users (at least I do) check the work ChatGPT provides and double check it's work, through this process I do end up learning a fair bit, and it is rare that ChatGPT solely is able to handle a whole task, it requires small prompts. For those reasons I think its use is appropriate as it acts as a tool and often makes work more efficient.",Yes,Somewhat helpful,Somewhat helpful,Not helpful,Very helpful,Somewhat helpful,I did not use generative AI for this component,"I think it is helpful in this course for some of the coding portions, often we want to create plots and graphs but many of us do not have a strong base in R coming into the class, and the GPT code has been able to produce our desired plots, where it would've taken a much longer time learning to do so by hand, or require us to explore something less complex or interesting. It enabled us to interact with creative and valuable materials in that way and make our ideas into actual content. I think for purposes like that, and improving our own ideas(i.e writing we feed it) seems to be fair for this class.",NA,0,1,0,1,0,1,1,1,0,1
95,2024-04-13T20:46:59Z,2024-04-13T20:52:39Z,3rd,Undeclared,2.8,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,I think it is appropriate when you do not directly ask for answers,Yes,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Very helpful,I did not use generative AI for this component,Very helpful,Give instructions on how to use these tools.,NA,0,1,0,0,0,0,0,0,0,1
98,2024-04-14T00:40:06Z,2024-04-14T00:49:46Z,3rd,Statistics,2.2,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,"Even in the work after graduation, we will also use ai, so I think university education should not be divorced from the cutting-edge technology of The Times and actual work, skilled and correct use of ai is also a skill, and we can still well understand and apply knowledge in the classroom and some projects",Yes,Somewhat helpful,Not helpful,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Now is good,NA,0,1,0,1,1,0,0,1,1,1
99,2024-04-14T01:15:02Z,2024-04-14T01:19:12Z,3rd,Computer Science,3.1,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,"I think it automates away the busywork, and I think that we're going to see a shift in the overall education model of universities. I also think that reliance on LLMs is going to hinder forthcoming generations of students as they abstract more away to the autocomplete nature of these models and sacrifice deep conceptual understanding of important concepts.",Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful,Same way they're being used right now.,NA,0,1,0,0,0,0,0,1,1,1
100,2024-04-14T01:42:48Z,2024-04-14T01:46:39Z,3rd,Undeclared,3.6,This is very different to me,This is very different to me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,Very familiar,Yes,Appropriate,"Although it can not solve a question in detail, but it can give you a way to start the work",Yes,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Not helpful,Not helpful,"Generative AI can code for the entire course, so I think the course can focus on the general idea of writing a paper rather than the details of the code itself",NA,0,1,0,0,0,1,1,1,1,1
102,2024-04-14T20:25:30Z,2024-04-14T20:37:38Z,3rd,Undeclared,2.8,This is very different to me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Inappropriate,AI tools are only appropriate when they have been trained on good quality data so I think ititss only good to use approved AI.,No,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,"I think that AI should be used to help break down textbooks. Sometimes to understand a book you need to read it front to back, AI should help in this aspect. I think AI is also good for generating practice questions.",I think that AI is good for academia as it helps me understand complex technical writing I have never felt connected to and it can generate practice questions at my learning pace.,0,1,0,0,0,1,1,0,0,1
103,2024-04-14T22:42:17Z,2024-04-14T22:52:16Z,3rd,Undeclared,2.8,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Inappropriate,people will be avoiding self learning,Yes,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,I did not use generative AI for this component,Somewhat helpful,"educate students on how to use AI tools properly and effectively, avoiding their tendency to rely on it.",NA,0,0,0,0,1,1,0,1,1,1
104,2024-04-15T16:00:57Z,2024-04-15T16:03:29Z,4th,Undeclared,2.5,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,Appropriate,Not using it would be like not using calculators for math,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,The way they are,NA,0,1,0,0,1,1,1,1,1,1
105,2024-04-15T16:48:32Z,2024-04-15T16:57:29Z,3rd,Economics,3,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is very different to me,This is a lot like me,This is a lot like me,This is a lot like me,Somewhat familiar,Yes,Appropriate,"ai is very important in our future life, he can help us solve a lot of things when we have doubts or when we are stuck on some problems can provide some ideas. So learning to use ai as a tool is where the future trend lies, so I don't think it violates any ethical issues.",No,Somewhat helpful,Not helpful,Very helpful,Somewhat helpful,Not helpful,Somewhat helpful,"For that matter, I'm not so sure. I think the AI does a better job than most students at the coding piece, so maybe favor teaching students how to write R code in chatgpt?",NA,0,1,0,0,0,1,1,0,0,0
106,2024-04-13T02:02:17Z,2024-04-16T01:50:45Z,4th,Undeclared,2.9,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,"Students may use AI tools for creating an outline for an assignment, but the final submitted assignment should be original work produced by the student alone.",Yes,Not helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,I think it's useful for generating the codes I need.,NA,0,1,1,1,0,1,1,1,0,1
107,2024-04-16T12:40:21Z,2024-04-16T12:46:58Z,3rd,Undeclared,3.3,This somewhat describes me,This is very different to me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,Somewhat familiar,Yes,Appropriate,"It is ethical and acceptable to use it to improve existing original ideas or content. However, it is not acceptable to use it to generate original content directly.",Yes,Somewhat helpful,Somewhat helpful,Not helpful,Somewhat helpful,Not helpful,Very helpful,searching for content in a voluminous textbook,NA,0,1,1,1,0,1,1,1,1,1
108,2024-04-16T12:39:29Z,2024-04-16T12:50:28Z,3rd,Undeclared,NA,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is very different to me,Somewhat familiar,Yes,Appropriate,I think it would be useful if students use them to extend their thoughts and refer to their answers not just copy ideas/solutions from it.,Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,"Since I had access to Chat-GPT 4, I was able to use the ""Telling Stories with Data"" model to prepare for the midterm. The model was quite nice and knowledgeable. The point that I liked about using that model instead of just Chat-GPT, it had strictly trained with 'Telling Stories with Data' book content. Therefore, even if I had to cross-check the information, it was quite accurate and helpful.",NA,0,1,0,1,0,0,0,0,0,1
109,2024-04-16T14:06:08Z,2024-04-16T14:16:38Z,3rd,Undeclared,3.8,This is very different to me,This is very different to me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,Very familiar,Yes,Appropriate,"I believe that since access to ChatGPT is so widespread, it will be used regardless of course policy. I think it is much more effective to handle the uses of generative AI similar to STA302, where usage is allowed but prompts and chat logs have to be documented.",Yes,Very helpful,Not helpful,Very helpful,Very helpful,Very helpful,Very helpful,"I think the current policy works very well, I just regret not proofreading and editing as much as I should have.",NA,0,1,0,1,1,1,1,1,1,1
110,2024-04-16T15:18:56Z,2024-04-16T15:23:13Z,3rd,Economics,3.5,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,a controllable amount,AI tools help with researching as it shows us what information is already available online. But using it to write essays is not appropriate,Yes,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Not helpful,Not helpful,courses should be open to it,NA,0,1,1,1,0,1,1,1,0,1
112,2024-04-16T20:43:40Z,2024-04-16T20:53:44Z,3rd,Economics,2.6,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,You are not allowed to copy the answer from AI. But the answer of AI can gives some insights.,Yes,Very helpful,Somewhat helpful,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,Somewhat helpful,"When you ask a question, adding specific details and rules helps a lot.",NA,0,1,1,1,0,0,1,1,1,1
113,2024-04-16T21:23:46Z,2024-04-16T21:27:46Z,3rd,Computer Science,4,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,I believe that using AI tools to eliminate menial tasks can help students focus on tasks that belong on the higher levels in the Bloom's taxonomy.,Yes,Somewhat helpful,Not helpful,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Perhaps there should be a dedicated topic for effective prompt engineering in the context of this course.,NA,0,1,0,0,0,0,1,1,0,0
116,2024-04-16T23:43:21Z,2024-04-16T23:53:40Z,4th,Life Sciences,2.8,This is very different to me,This is very different to me,This is a lot like me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,depends,I think it's important to learn how to use the most advanced techniques while keeping academic integrity.,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Students can enhance their work by incorporating generative AI tools alongside their own ideas.,No,0,1,0,0,0,0,1,0,0,0
117,2024-04-17T00:43:31Z,2024-04-17T00:46:58Z,3rd,Statistics,2,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,I like use it to write code,Yes,Not helpful,Somewhat helpful,Not helpful,Very helpful,Not helpful,Somewhat helpful,"I will use the ai to create the code or check my code.
",NA,0,1,1,0,0,1,1,1,0,1
119,2024-04-17T14:37:17Z,2024-04-17T14:45:26Z,3rd,Mathematics,3,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,Very familiar,Yes,depends on how it is used,if it used to help when you are stuck on a problem or ask general questions i think it is fine as long as you don't directly ask the answer of a homework or in a similar manner,Yes,Not helpful,Somewhat helpful,Not helpful,Very helpful,Somewhat helpful,Not helpful,It should be used like it was for this semester as it is difficult to code in R for beginners without the help of use of generative AI,NA,0,1,0,1,0,1,1,0,0,0
120,2024-04-17T14:46:49Z,2024-04-17T15:23:21Z,4th,Undeclared,2.3,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,Somewhat familiar,Yes,Appropriate,I think it is appropriate as long as not copying and pasting the generated answers .,Yes,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,Not helpful,Somewhat helpful,I did not use generative AI for this component,It is a powerful tool. Searching definitions or revising your code is helpful.,NA,0,1,1,1,0,0,1,1,0,0
123,2024-04-17T23:33:53Z,2024-04-17T23:46:15Z,4th,Life Sciences,2.3,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,Somewhat familiar,Yes,unsure,"Hmmm, its tricky to say exactly. It is kind of like a smarter version of google however it can make mistakes. S",Yes,I did not use generative AI for this component,I did not use generative AI for this component,Very helpful,Very helpful,Very helpful,Somewhat helpful,"I think for those that do not have a lot of coding experience, using AI tools is a great way to learn and become familiar with coding. It is also a great tool for coming up with ideas and suggestions on what to include. Great for organizing and planning out mini-deadlines as well.",N/A,0,1,1,1,1,1,1,1,1,1
124,2024-04-18T04:33:15Z,2024-04-18T04:40:03Z,5th,Undeclared,2.9,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,Appropriate in cases where it is used to gain summaries on concepts and papers that are simply used to aid in conducting write-up/coding of research. Inappropriate when used to directly substitute write-up/coding of research.,"Barely, mostly to generate summaries of research papers I found relevant to the topic to aid in my personal research.",I did not use generative AI for this component,I did not use generative AI for this component,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,"Best way it should be used in the future is for generating ideas, and perhaps for sifting through large amounts of data and finding specified relationships among these large databases that would otherwise be too time-consuming or resource-intensive for a human to carry out.",NA,0,1,1,1,0,0,1,1,0,0
126,2024-04-18T11:54:33Z,2024-04-18T11:58:54Z,4th,Undeclared,3.5,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,"It is like a teacher that know everything, it is easy and convinent to ak it and get the answer.",Yes,I did not use generative AI for this component,I did not use generative AI for this component,Very helpful,Very helpful,Somewhat helpful,Very helpful,"should be use appropriately, can not write entire assignment by open but can use it to help you finish it, like the coding part.",NA,0,1,1,1,1,1,1,1,1,1
127,2024-04-18T12:31:08Z,2024-04-18T12:35:26Z,3rd,Undeclared,3.1,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,"Using ChatGPT is etchical, and is a tool to enhance learning in a positive manner. While writing the papers, i learned so much from it, which probably i couldnt have learned otherwise",Yes,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,One should not blindly follow everything from ChatGPT but rather use itrt as a learning resouce.,NA,0,1,1,1,0,1,0,1,1,0
128,2024-04-18T18:14:17Z,2024-04-18T18:19:09Z,4th,Undeclared,2.5,This somewhat describes me,This is very different to me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This somewhat describes me,Somewhat familiar,Yes,Appropriate,Appropriate for improving your own skills,No,Not helpful,Not helpful,Somewhat helpful,Not helpful,Very helpful,Very helpful,None,None,0,0,0,1,0,1,1,1,0,0
129,2024-04-19T00:36:51Z,2024-04-19T00:45:13Z,4th,Undeclared,2.8,This somewhat describes me,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is very different to me,This is very different to me,This somewhat describes me,Somewhat familiar,Yes,half and half,"To a certain extent, it can help students learn additional extracurricular knowledge, but it can easily lead to academic misconduct.",Yes,Very helpful,Not helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Not helpful,"I think the difficulty of the 304 course does not need to worry about the use of OpenAI, because the assignment grading is very strict, and the role of openai is only to provide some help. It is very difficult to complete an assignment based on it and get a high score.",NA,0,0,0,1,0,1,0,0,0,0
130,2024-04-19T02:19:26Z,2024-04-19T02:37:00Z,4th,Undeclared,2.8,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is very different to me,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Depends of what the main goal of schoolwork is,"For example coding is not the main goal of this course, so using it to finish code is ok. However for the paper we should demonstrate our finding so I would prefer to use it only for brainstorming if I'm stuck or want to rephrase my awful writing.",Yes,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Very helpful,I did not use generative AI for this component,I did not use generative AI for this component,I feel like it should be dependent on how acceptant is the statistic field to generative AI tools as this course is supposedly giving a somewhat practical experience for student.,NA,0,0,0,1,0,0,1,0,0,1
131,2024-04-19T20:17:28Z,2024-04-19T20:28:38Z,4th,Undeclared,2,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,AI can be a tool to assist learning,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,I recommend providing tutorials on ai tools for code editing,NA,0,1,1,1,0,1,1,0,0,1
132,2024-04-20T00:46:20Z,2024-04-20T00:48:39Z,4th,Computer Science,3.5,This somewhat describes me,This is a lot like me,This is a lot like me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Very familiar,Yes,Appropriate,"to ask for doubts, organize you answer and make your writing better",Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,I did not use generative AI for this component,Very helpful,it should be used definitely,NA,0,1,0,0,0,0,0,1,0,0
133,2024-04-20T03:40:56Z,2024-04-20T03:48:12Z,3rd,Undeclared,NA,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,Very familiar,Yes,Appropriate,it helps explaining instruction of assignment，debugging ，as well as correcting grammar,Yes,Somewhat helpful,Somewhat helpful,Not helpful,Somewhat helpful,Not helpful,Somewhat helpful,chatgpt should be allowed in coding or debugging but not writing,N/A,0,1,1,1,0,1,1,1,0,0
134,2024-04-20T04:02:09Z,2024-04-20T04:10:16Z,4th,Mathematics,3.5,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This is a lot like me,This is a lot like me,This somewhat describes me,This somewhat describes me,This is a lot like me,Very familiar,Yes,Appropriate,I think getting AI to explain concepts or providing general help is ethical,Yes,Not helpful,Not helpful,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Results directly from AI should not be allowed. Paraphrased is fine.,NA,0,1,0,1,1,1,1,1,0,0
135,2024-04-20T04:01:06Z,2024-04-20T04:28:17Z,4th,Undeclared,3,This is very different to me,This somewhat describes me,This is a lot like me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,This somewhat describes me,This is a lot like me,Somewhat familiar,Yes,depends,"Appropriate as a tool to supplement learning the content(helping you understand a concept, give you questions based on the topic to test your knowledge, define concepts in different terms, summarizing something long to save time etc.), but not appropriate to be used in stead of doing the work",Yes,Not helpful,Not helpful,Not helpful,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,"Integrate it into assignments in ways that touch on the content and also help solidify students' understanding of a concept by critiquing an AI generated response. Eg. each student is tasked to ask an Ai tool ""How would you apply <some statistical concept that we aree taught in sta302> in <some domain problem of our choice (like in the papers)>"". After that we then critique the answer generated, what we would do differently, whats missing, what considerations were missing in the data etc. Or similarly students can be asked to critique one of the many (valuable) papers you included in the course. Eg. Choose a paper, summarize it using an Ai tool and then critique the summary of what was left out? Kinda ties in to the whole point you made at the very start of the course- data science isnt just about whats there but what inst, so could use different content from the course to","Not survey related but great course, well thought out course. Thanks, so glad i didn't listen to the rate my prof reviews lol",0,1,1,1,0,1,1,1,0,0
136,2024-04-20T07:16:41Z,2024-04-20T07:20:39Z,2nd,Economics,3.2,This somewhat describes me,This somewhat describes me,This is very different to me,This is very different to me,This somewhat describes me,This is very different to me,This is very different to me,This is very different to me,This is very different to me,This is a lot like me,This is very different to me,This is very different to me,Somewhat familiar,Yes,Appropriate,You can use it for learning,Yes,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,I did not use generative AI for this component,I did not use generative AI for this component,learn how to use ChatGPT,NA,0,0,0,1,0,0,0,1,0,0
137,2024-04-20T11:57:17Z,2024-04-20T11:59:11Z,4th,Undeclared,3,This is very different to me,This is very different to me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This somewhat describes me,This is very different to me,This somewhat describes me,Very familiar,No,Appropriate,"As long as its within regulations, it is fine",Yes,Somewhat helpful,Not helpful,Somewhat helpful,Not helpful,Somewhat helpful,Somewhat helpful,Continue as is,NA,0,0,1,1,0,0,1,1,0,0
138,2024-04-20T17:18:18Z,2024-04-20T17:29:25Z,2nd,Economics,3.2,This somewhat describes me,This is very different to me,This is a lot like me,This somewhat describes me,This is very different to me,This is very different to me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,This is a lot like me,Somewhat familiar,Yes,It depends,"It depends on different course works. In quizzes and exams, the AI usage should not be allowed. However, the task like report or essay can be helped by AI tools as long as we make a LLM usage statement",Yes,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,I did not use generative AI for this component,Somewhat helpful,Somewhat helpful,"I think it would be a good idea to write an essay about using AI tools in the course. Many students have used AI tools to generate codes ,or write essay. In those cases, it is difficult to write their own paragraph or code. Therefore, I recommend to write an essay about using AI tools about what they have learned and what was the limitation of using AI tools to improve the report so that students themselves can reflect their course work helped by AI tools.",NA,0,1,1,1,0,1,0,1,1,0
